{'评论时间': '2024-02-07 21:33:04', 'IP属地': '湖南', '评论内容': '不都是中国人吗？为什么天灾也要骂，那些传统美德都哪去了'}
{'评论时间': '2024-02-07 01:14:23', 'IP属地': '湖北', '评论内容': '这个冻雨时间我说真的是真的很尴尬，春运高峰期，停运车票作废，一张黄牛票150+都不一定抢的到，先上车后补票，连票都抢不到，晚点四五个小时都是好的了，至少票没废；汉口那边加钱出租车都不乐意过去'}
{'评论时间': '2024-02-07 20:34:58', 'IP属地': '天津', '评论内容': '湖北人好样的'}
{'评论时间': '2024-02-07 00:14:51', 'IP属地': '辽宁', '评论内容': '湖北辛苦了'}
{'评论时间': '2024-02-07 18:18:08', 'IP属地': '湖北', '评论内容': '老百姓的互帮互助最能让人感到温暖，湖北加油'}
{'评论时间': '2024-02-07 14:47:34', 'IP属地': '湖北', '评论内容': '这题我会这是车压实的'}
{'评论时间': '2024-02-07 15:11:16', 'IP属地': '浙江', '评论内容': '真不明白一些喷子长嘴是让你吃饭的不是让你在网络喷答辩的 还有一些没发生在自己头上应该庆幸 自然灾害是任何人都不想不愿意发生的 最后祝你们平安一定要注意安全'}
{'评论时间': '2024-02-07 07:29:29', 'IP属地': '广东', '评论内容': '武汉加油，一定能挺过去'}
{'评论时间': '2024-02-07 11:02:40', 'IP属地': '浙江', '评论内容': '那些说电车比油车更有性价比的估计都堵在路上趴窝了吧，退一万步讲，我油车在高速堵车没油，我还能走过去买桶油倒进去，你电车能临时塞电池吗'}
{'评论时间': '2024-02-07 19:33:26', 'IP属地': '湖北', '评论内容': '我们用湖北的雪球挑战全国的雪球'}
{'评论时间': '2024-02-07 10:21:25', 'IP属地': '安徽', '评论内容': '本人作为10多年的老司机，想给还没买车的朋友一些忠告，油车不费电，电车不费油，想省油就买电车，想省电就买油车'}
{'评论时间': '2024-02-07 09:02:07', 'IP属地': '河北', '评论内容': '感觉好解压，我能铲一天'}
{'评论时间': '2024-02-07 10:01:44', 'IP属地': '河南', '评论内容': '湖北加油'}
{'评论时间': '2024-02-07 09:34:42', 'IP属地': '河北', '评论内容': '造谣，明明官方说的10公分，天上一瞬间掉下来10公分厚的冰，这是多大的灾难，你们还在这说风凉话'}
{'评论时间': '2024-02-07 22:22:55', 'IP属地': '福建', '评论内容': '全国只有湖北有冻雨。其他地方下的都是雪或者雨。'}
{'评论时间': '2024-02-07 14:28:47', 'IP属地': '西藏', '评论内容': '所有人都无权没资格骂湖北，这种灾害，有在牛的应急预案都白扯，咱们老百姓不要被狗腿子们带了节奏，湖北河南的政府和老百姓已经做的很好了，高速上的景象已经反映出我们的团结友善了。'}
{'评论时间': '2024-02-07 17:30:23', 'IP属地': '山东', '评论内容': '我家也有冻雨'}
{'评论时间': '2024-02-07 14:10:37', 'IP属地': '云南', '评论内容': '虽然天气冷，但是湖北人民很暖'}
{'评论时间': '2024-02-07 15:30:39', 'IP属地': '广东', '评论内容': '评论区在干什么'}
{'评论时间': '2024-02-07 00:21:23', 'IP属地': '河南', '评论内容': '作为一个河南人，我为湖北发声，希望大家理解一点，湖北不经常下雪，铲雪车少很正常，这次湖北下的是冻雨，和河南的雪不一样，雪好处理，冻雨难处理，希望大家理解，一起过个好年'}
{'评论时间': '2024-02-07 16:48:10', 'IP属地': '广西', '评论内容': '南方的我们完全没体验过，但是看起来好像很好玩的样子'}
{'评论时间': '2024-02-07 13:19:49', 'IP属地': '天津', '评论内容': '是只有湖北有冻雨吗？其他地方没有？'}
{'评论时间': '2024-02-07 07:24:08', 'IP属地': '广东', '评论内容': '说句实话。电车要比油车难推很多'}
{'评论时间': '2024-02-07 13:29:31', 'IP属地': '辽宁', '评论内容': '作为一个有经验的东北人告诉你。这种情况最多只需要20分钟'}
{'评论时间': '2024-02-07 09:38:33', 'IP属地': '浙江', '评论内容': '湖北人民感谢主播发声'}
{'评论时间': '2024-02-07 17:55:29', 'IP属地': '吉林', '评论内容': '怎么没有人带手套🧤，东北都是带手套整的'}
{'评论时间': '2024-02-07 15:47:27', 'IP属地': '湖北', '评论内容': '评论区怎么回事，啥都可以yy过嘴瘾了'}
{'评论时间': '2024-02-07 08:38:30', 'IP属地': '吉林', '评论内容': '这在东北 不是常见曲目吗'}
{'评论时间': '2024-02-07 12:56:20', 'IP属地': '广东', '评论内容': '喜欢电车就好'}
{'评论时间': '2024-02-07 01:18:03', 'IP属地': '山东', '评论内容': '解压'}
{'评论时间': '2024-02-07 12:16:20', 'IP属地': '山东', '评论内容': '为了回家，真是是不容易'}
{'评论时间': '2024-02-07 15:52:19', 'IP属地': '河南', '评论内容': '这要是去打雪仗的话，得买保险吧'}
{'评论时间': '2024-02-07 07:57:30', 'IP属地': '广东', '评论内容': '我是湖北人'}
{'评论时间': '2024-02-07 14:46:57', 'IP属地': '河南', '评论内容': '希望以后河南再被网暴的时候，也有这些有爱的博主把河南的大爱替我们说出来，我们都是中国人，都是好样的'}
{'评论时间': '2024-02-07 16:03:01', 'IP属地': '河南', '评论内容': '到底是谁在攻击湖北'}
{'评论时间': '2024-02-07 12:26:20', 'IP属地': '湖北', '评论内容': '湖北在中国牛牛的啊'}
{'评论时间': '2024-02-07 15:35:38', 'IP属地': '湖北', '评论内容': '这指定是没有提前撒盐呗，要不然谁开了个车把上面压了'}
{'评论时间': '2024-02-07 09:30:40', 'IP属地': '吉林', '评论内容': '我发现湖北网友不但少见多怪，而且嘴是真硬'}
{'评论时间': '2024-02-07 23:38:34', 'IP属地': '湖北', '评论内容': '谢谢 全国友友的温暖'}
{'评论时间': '2024-02-07 12:40:16', 'IP属地': '重庆', '评论内容': '那是天灾！不许骂湘湘和鄂鄂！'}
{'评论时间': '2024-02-07 10:44:00', 'IP属地': '江苏', '评论内容': '这个感觉好好玩'}
{'评论时间': '2024-02-07 12:06:05', 'IP属地': '广东', '评论内容': '人都要冻死了还在这里讨论买油车还是买电车'}
{'评论时间': '2024-02-07 04:04:11', 'IP属地': '广东', '评论内容': '就算后续冰融化了，电车也会变成新一轮的堵车因素'}
{'评论时间': '2024-02-07 07:32:55', 'IP属地': '河北', '评论内容': '一脚刹车车顶雪下来看不见路是不是你'}
{'评论时间': '2024-02-07 23:48:28', 'IP属地': '湖南', '评论内容': '我看谁敢骂老表'}
{'评论时间': '2024-02-07 19:37:05', 'IP属地': '天津', '评论内容': '中国人民就是一家人！'}
{'评论时间': '2024-02-07 23:13:20', 'IP属地': '广东', '评论内容': '看着好解压'}
{'评论时间': '2024-02-07 09:31:54', 'IP属地': '湖南', '评论内容': '湖北老表，加油'}
{'评论时间': '2024-02-07 15:26:48', 'IP属地': '安徽', '评论内容': '给正能量点赞'}
{'评论时间': '2024-02-07 01:29:08', 'IP属地': '湖北', '评论内容': '那些骂的，我只能说，以后有本事绕几千里回家，别走湘赣鄂'}
{'评论时间': '2024-02-07 15:12:56', 'IP属地': '安徽', '评论内容': '看到你们的马路路面清理的'}
{'评论时间': '2024-02-07 09:15:08', 'IP属地': '黑龙江', '评论内容': '新名词，冻雨'}
{'评论时间': '2024-02-07 12:23:03', 'IP属地': '山东', '评论内容': '我还以为打不下来呢，这样一看不也能清理么'}
{'评论时间': '2024-02-07 01:17:09', 'IP属地': '广西', '评论内容': '人家电车油价便宜啊，趴窝也值得了'}
{'评论时间': '2024-02-07 11:28:46', 'IP属地': '广西', '评论内容': '湖北加油'}
{'评论时间': '2024-02-07 08:33:19', 'IP属地': '河北', '评论内容': '好像用孙悟空说话看视频的感觉都不一样了 比较好玩'}
{'评论时间': '2024-02-07 12:57:59', 'IP属地': '河南', '评论内容': '其实不用搭理他们的，他们说那么多起不到一丁点作用，我们河南这么多年都习惯了'}
{'评论时间': '2024-02-07 16:23:50', 'IP属地': '广东', '评论内容': '评论区是真饿了。开黄腔的女孩子真下头（不好的评论我会删）'}
{'评论时间': '2024-02-07 05:37:13', 'IP属地': '江苏', '评论内容': '先手机app打火，热车清理同时进行'}
{'评论时间': '2024-02-07 16:57:06', 'IP属地': '新疆', '评论内容': '新C为湖北点赞'}
{'评论时间': '2024-02-07 16:26:48', 'IP属地': '广西', '评论内容': '为湖北的管理者，和领导者，点赞，你们干的好，'}
{'评论时间': '2024-02-07 20:51:21', 'IP属地': '黑龙江', '评论内容': '冬天把空调关了，开风就行'}
{'评论时间': '2024-02-07 16:32:44', 'IP属地': '河南', '评论内容': '河南人不喷湖北！希望湖北老表不要被少量带节奏的误导，感谢湖北老表的付出，加油'}
{'评论时间': '2024-02-07 16:34:31', 'IP属地': '湖北', '评论内容': '都闪开，这是我半夜开车上去压实的'}
{'评论时间': '2024-02-07 07:02:23', 'IP属地': '山东', '评论内容': '建议车顶弄掉'}
{'评论时间': '2024-02-07 17:47:50', 'IP属地': '上海', '评论内容': '冻雨和我们安徽的雨压实在了怎么一样'}
{'评论时间': '2024-02-07 02:40:36', 'IP属地': '湖北', '评论内容': '今天我搞了1个半小时，车门打开了，前玻璃纹丝不动'}
{'评论时间': '2024-02-07 16:49:22', 'IP属地': '广东', '评论内容': '广东人民看到了，给湖北点'}
{'评论时间': '2024-02-07 23:39:57', 'IP属地': '黑龙江', '评论内容': '东北看到了'}
{'评论时间': '2024-02-07 01:16:00', 'IP属地': '河南', '评论内容': '冻雨就是，刚开始是雨夹雪加上天气太冷，汽车来回碾压雪直接就像饼饼一样，因为不像自己家院里一天清理好多次，就那还上冻嘞，所以到了傍晚高速上就开始上冻了，然后几天的雪，自然而然冰就会很厚'}
{'评论时间': '2024-02-07 21:35:49', 'IP属地': '浙江', '评论内容': '浙江天气预报会提醒出门带伞，可能要下雨'}
{'评论时间': '2024-02-07 04:26:28', 'IP属地': '广东', '评论内容': '本人作为50多年的老司机，想给还没买车的朋友一些忠告，油车不费电，电车不费油，想省油就买电车，想省电就买油车'}
{'评论时间': '2024-02-07 19:41:13', 'IP属地': '广东', '评论内容': '啥冻雨！明明就是下雪没有及时清理！人来人往！车来车往！压实了加上夜里温度低！上冻了！哪来的冻雨！'}
{'评论时间': '2024-02-07 22:01:23', 'IP属地': '重庆', '评论内容': '我在重庆区县看到这条视频，好人一生平安！'}
{'评论时间': '2024-02-07 13:48:13', 'IP属地': '山东', '评论内容': '玻璃差点翘起来'}
{'评论时间': '2024-02-07 12:20:10', 'IP属地': '安徽', '评论内容': '油车联盟给多少，我电车联盟给三倍'}
{'评论时间': '2024-02-07 11:17:50', 'IP属地': '云南', '评论内容': '有点好玩，让我来'}
{'评论时间': '2024-02-07 10:50:50', 'IP属地': '湖北', '评论内容': '电车说我就这一个毛病'}
{'评论时间': '2024-02-07 11:43:08', 'IP属地': '江苏', '评论内容': '复制过来的2008年雪灾，湖北湖南，江西，贵州，江苏，安徽等地都出现了冻雨的情况，那年可以说是全国都一样，都没有经验，受灾严重。这次过了16年再出现应该有预警，如果有了预警还是这样就真的需要反思了！你光找借口怎么能够前进'}
{'评论时间': '2024-02-07 19:24:31', 'IP属地': '湖北', '评论内容': '为啥不撒盐'}
{'评论时间': '2024-02-07 00:26:08', 'IP属地': '湖北', '评论内容': '我每天乐趣就是躺床上跟喷子们互喷，自己开心就好，喷不过我就说爱咋咋地，滚，不要再来湖北，情绕道'}
{'评论时间': '2024-02-07 01:51:37', 'IP属地': '四川', '评论内容': '其实看着还挺解压的'}
{'评论时间': '2024-02-07 18:52:10', 'IP属地': '江西', '评论内容': '保险公司哭晕在厕所'}
{'评论时间': '2024-02-07 16:00:01', 'IP属地': '辽宁', '评论内容': '东北的冰面就是这样冻上的！'}
{'评论时间': '2024-02-07 22:15:47', 'IP属地': '湖北', '评论内容': '同样的天气，河南在得知天气预报后就提前部署好人员和物资，随时准备着应灾。而湖北则是每天再给大家科普什么是冻雨'}
{'评论时间': '2024-02-07 20:27:05', 'IP属地': '江西', '评论内容': '知道了、这是湖北冻雨'}
{'评论时间': '2024-02-07 10:36:46', 'IP属地': '四川', '评论内容': '好解压'}
{'评论时间': '2024-02-07 08:40:57', 'IP属地': '山东', '评论内容': '冻雨是全球性灾害，不是下雪也不是雨夹雪，不是撒盐及早清能解决的水电飞机火车公路都会受影响严重的断水断电封路超过一个月以上各国的冻雨新闻了解一下就知道把冻雨当雨夹雪有多么无知'}
{'评论时间': '2024-02-07 18:55:02', 'IP属地': '湖北', '评论内容': '会挺过去的加油'}
{'评论时间': '2024-02-07 14:24:31', 'IP属地': '湖南', '评论内容': '烦洗了，快递全卡武汉了！！！'}
{'评论时间': '2024-02-07 17:51:20', 'IP属地': '重庆', '评论内容': '今年不容易     回老家路过武汉前期躲不过武汉的大雪'}
{'评论时间': '2024-02-07 09:02:01', 'IP属地': '浙江', '评论内容': '占便宜没够，吃喝的几十块钱都没有吗？别人大过年的凭什么就该给你们顶风冒雪的送吃的。大过年的就应该顶风冒雪去铲冰雪干活？就想着免费。一句好听话没有。就知道占便宜。湖北老百姓不欠你们的'}
{'评论时间': '2024-02-07 12:19:22', 'IP属地': '重庆', '评论内容': '我的快递也在湖北高速上三天了'}
{'评论时间': '2024-02-07 16:20:13', 'IP属地': '辽宁', '评论内容': '真是可笑，就是没按时清理真是借口满天飞'}
{'评论时间': '2024-02-07 11:23:28', 'IP属地': '广东', '评论内容': '只有广东适合开电车'}
{'评论时间': '2024-02-07 18:05:51', 'IP属地': '江西', '评论内容': '没有一辆车能顺顺当当走出湖北'}
{'评论时间': '2024-02-07 10:44:26', 'IP属地': '河北', '评论内容': '毛主席让我们记住的是什么，不是民族之间的谩骂，是世界人民大团结'}
{'评论时间': '2024-02-07 13:03:44', 'IP属地': '江苏', '评论内容': '江苏看到了，湖北加油！'}
{'评论时间': '2024-02-07 12:33:28', 'IP属地': '广西', '评论内容': '油车香不香'}
{'评论时间': '2024-02-07 13:07:01', 'IP属地': '辽宁', '评论内容': '德国前不久也下冻雨，但是人家可没有这么狼狈。为什么？因为就是人祸，让老天爷背这个锅'}
{'评论时间': '2024-02-07 09:48:32', 'IP属地': '辽宁', '评论内容': '你确定你能回得去？高速一动不动了'}
{'评论时间': '2024-02-07 20:06:53', 'IP属地': '安徽', '评论内容': '这就是中国人'}
{'评论时间': '2024-02-07 09:05:08', 'IP属地': '湖北', '评论内容': '喷子会问你为什么不提前处理。？边下雨边撒盐啊。撒完盐再放点调料。'}
{'评论时间': '2024-02-07 02:06:55', 'IP属地': '辽宁', '评论内容': '湖北加油'}
