{'评论时间': '2024-02-09 17:01:39', 'IP属地': '安徽', '评论内容': '感动了'}
{'评论时间': '2024-02-09 12:38:30', 'IP属地': '湖北', '评论内容': '一个简单的动作，尽显湖北人最近的心情'}
{'评论时间': '2024-02-09 08:58:47', 'IP属地': '河南', '评论内容': '其实河南第一天下得也是这种雪，落到地上就结冰了，一直不敢评论，怕被网曝，真的'}
{'评论时间': '2024-02-09 01:05:45', 'IP属地': '辽宁', '评论内容': '大自然好神奇'}
{'评论时间': '2024-02-09 12:01:38', 'IP属地': '湖北', '评论内容': '我们有什么错吗？我在农村，农村这边每天会有人从凌晨多一直扫到早上7点就是为了开路方便你们进来我们路边的树已经砸伤了四五个人所以我们村委会决定把所有树砍了我们又有什么错呢？这天气是我们能决定的吗'}
{'评论时间': '2024-02-09 18:42:49', 'IP属地': '湖北', '评论内容': '这不直接省了去尔滨吗，我们也可以滑雪啊，免费滑，'}
{'评论时间': '2024-02-09 03:09:18', 'IP属地': '陕西', '评论内容': '我擦个车，气温够低，水珠都冻车上，那我这不就是冻水'}
{'评论时间': '2024-02-09 12:27:00', 'IP属地': '山东', '评论内容': '电车怎么办？'}
{'评论时间': '2024-02-09 08:51:06', 'IP属地': '广西', '评论内容': '我们从26号开始从来没有出过一次太阳。都是零下3度，都把我感冒的39度真的很冷。'}
{'评论时间': '2024-02-09 08:13:13', 'IP属地': '河南', '评论内容': '各种科普不如真正实干… …'}
{'评论时间': '2024-02-09 22:22:45', 'IP属地': '辽宁', '评论内容': '五米路段，七八壮汉半天？你确定是壮汉吗'}
{'评论时间': '2024-02-09 09:12:34', 'IP属地': '辽宁', '评论内容': '全程没加速一点点看完'}
{'评论时间': '2024-02-09 23:49:19', 'IP属地': '广西', '评论内容': '肯定抓得了不用太急'}
{'评论时间': '2024-02-09 13:49:09', 'IP属地': '四川', '评论内容': '不同视角，又来了一遍'}
{'评论时间': '2024-02-09 11:29:43', 'IP属地': '浙江', '评论内容': '再下两天，交投公司不清，等下完再去申请设备清理，可以更厚'}
{'评论时间': '2024-02-09 01:39:02', 'IP属地': '云南', '评论内容': '感谢祖师爷带我从江苏回昆明 向铁路工作者致敬'}
{'评论时间': '2024-02-09 14:31:39', 'IP属地': '河北', '评论内容': '铁履带走一遍就开了'}
{'评论时间': '2024-02-09 23:38:32', 'IP属地': '山东', '评论内容': '大家不要跟节奏'}
{'评论时间': '2024-02-09 14:09:45', 'IP属地': '辽宁', '评论内容': '视频里还在下雪呢，非得说冻雨'}
{'评论时间': '2024-02-09 00:10:29', 'IP属地': '辽宁', '评论内容': '好厉害，别人都搞不定。没错，我们东北都是等到夏天冰自己化。'}
{'评论时间': '2024-02-09 00:03:36', 'IP属地': '湖北', '评论内容': '欢迎北方的盆友们明年1月来无雨无雪的湖北体验真正的冬天，你们的暖气把你们的身体素质都搞脆弱了'}
{'评论时间': '2024-02-09 21:35:29', 'IP属地': '陕西', '评论内容': '设计这把手有没有想到遇到这种天气'}
{'评论时间': '2024-02-09 07:57:25', 'IP属地': '广西', '评论内容': '一夜之间冰天雪地，所以说一但出现恶劣天气，还是要备材🔥才行'}
{'评论时间': '2024-02-09 11:18:28', 'IP属地': '河南', '评论内容': '心疼'}
{'评论时间': '2024-02-09 21:52:24', 'IP属地': '湖南', '评论内容': '不好意思'}
{'评论时间': '2024-02-09 10:24:09', 'IP属地': '河南', '评论内容': '兄弟，你拢一堆火🔥给车烤烤火不就好了'}
{'评论时间': '2024-02-09 01:23:49', 'IP属地': '浙江', '评论内容': '如果刚下完就除就怎么样？'}
{'评论时间': '2024-02-09 19:31:43', 'IP属地': '湖北', '评论内容': '河南人说撒盐呀'}
{'评论时间': '2024-02-09 01:29:02', 'IP属地': '福建', '评论内容': '这马路，连交警叔叔都敢滑'}
{'评论时间': '2024-02-09 08:05:41', 'IP属地': '山东', '评论内容': '我看了几十个湖北的新闻，就没看到一个地方有撒除雪剂的。一个都没看到。全是给全国人民普及冻雨的'}
{'评论时间': '2024-02-09 18:06:15', 'IP属地': '四川', '评论内容': '显眼包'}
{'评论时间': '2024-02-09 04:22:01', 'IP属地': '安徽', '评论内容': '湖北也是多灾，前两年疫情，今年春节又是冻雨'}
{'评论时间': '2024-02-09 01:45:06', 'IP属地': '广东', '评论内容': '哥，你雇我去给你铲吧，我老羡慕了'}
{'评论时间': '2024-02-09 23:47:39', 'IP属地': '湖北', '评论内容': '3个白菜45真的是吓到我了'}
{'评论时间': '2024-02-09 22:21:59', 'IP属地': '四川', '评论内容': '总有人把自己的长处用来比人家的短处'}
{'评论时间': '2024-02-09 04:38:39', 'IP属地': '江苏', '评论内容': '还有什么好争论的，连国家队的电车都换燃油绿皮了'}
{'评论时间': '2024-02-09 10:08:21', 'IP属地': '山西', '评论内容': '我们一般都手机遥控开空调'}
{'评论时间': '2024-02-09 01:51:11', 'IP属地': '新疆', '评论内容': '下一点清一点很难么？今天第七天了吧'}
{'评论时间': '2024-02-09 09:23:33', 'IP属地': '四川', '评论内容': '在灾难面前，中国人从来不缺大义'}
{'评论时间': '2024-02-09 15:54:28', 'IP属地': '四川', '评论内容': '一切挑起民族对立，地区仇视的都是汉奸'}
{'评论时间': '2024-02-09 10:57:14', 'IP属地': '山东', '评论内容': '隐藏式门把手'}
{'评论时间': '2024-02-09 23:44:36', 'IP属地': '河北', '评论内容': '加油  湖湖 '}
{'评论时间': '2024-02-09 00:50:26', 'IP属地': '江苏', '评论内容': '懒就懒别找借口'}
{'评论时间': '2024-02-09 14:54:24', 'IP属地': '河南', '评论内容': '是的，冻雨都下到湖北去了，河南信阳和湖北交界，过了交界线一米信阳路就是干的'}
{'评论时间': '2024-02-09 18:28:31', 'IP属地': '江苏', '评论内容': '这下藏得怪严实'}
{'评论时间': '2024-02-09 10:40:27', 'IP属地': '新疆', '评论内容': '中国嘴聪明的人都在湖北'}
{'评论时间': '2024-02-09 07:12:19', 'IP属地': '辽宁', '评论内容': '让我想起了新能源'}
{'评论时间': '2024-02-09 06:45:01', 'IP属地': '四川', '评论内容': '尿尿呲一下就能打开'}
{'评论时间': '2024-02-09 01:50:38', 'IP属地': '河北', '评论内容': '这样的话，真的就得等天气转暖了化了'}
{'评论时间': '2024-02-09 03:13:26', 'IP属地': '新疆', '评论内容': '还有个傻子当时说不用热车，直接怠速开走，妈的都没见过雪的人在那说不热车热车不好'}
{'评论时间': '2024-02-09 07:15:06', 'IP属地': '陕西', '评论内容': '这种护航太亲切了吧'}
{'评论时间': '2024-02-09 16:08:09', 'IP属地': '湖北', '评论内容': '明明大家都在帮助困在路上的人们，为什么还要指责鄂鄂呢，鄂鄂也不想下冻雨'}
{'评论时间': '2024-02-09 19:59:28', 'IP属地': '四川', '评论内容': '你们那里冬天不下雪的时候会下雪吗？'}
{'评论时间': '2024-02-09 00:29:43', 'IP属地': '福建', '评论内容': '感觉好好玩的亚子'}
{'评论时间': '2024-02-09 11:54:43', 'IP属地': '辽宁', '评论内容': '贴两个暖手宝'}
{'评论时间': '2024-02-09 06:15:00', 'IP属地': '山西', '评论内容': '湖北人受着就行了，不要做任何改变，不要信其他人说的，坚持做自己'}
{'评论时间': '2024-02-09 12:51:44', 'IP属地': '湖北', '评论内容': '下一次记住把车牌号打码，别被不法分子给看到了'}
{'评论时间': '2024-02-09 13:21:46', 'IP属地': '山东', '评论内容': '我们江苏下雪前好几天高速高架上道路两边都撒了好多盐了，我先以为是玻璃渣呢'}
{'评论时间': '2024-02-09 10:07:31', 'IP属地': '湖北', '评论内容': '湖北对不起你们'}
{'评论时间': '2024-02-09 22:10:25', 'IP属地': '山东', '评论内容': '路边和车顶为啥是雪'}
{'评论时间': '2024-02-09 13:52:22', 'IP属地': '江西', '评论内容': '朋友们心动了没？赶快艾特你们好友，让他改一辆。'}
{'评论时间': '2024-02-09 09:33:03', 'IP属地': '河南', '评论内容': '用温水浇下应该可以'}
{'评论时间': '2024-02-09 00:23:27', 'IP属地': '北京', '评论内容': '湖北棒棒哒'}
{'评论时间': '2024-02-09 16:10:45', 'IP属地': '湖北', '评论内容': '又准备网暴湖北'}
{'评论时间': '2024-02-09 07:09:21', 'IP属地': '黑龙江', '评论内容': '拿挖掘机清雪'}
{'评论时间': '2024-02-09 12:26:24', 'IP属地': '广西', '评论内容': '勾机都上了，为啥不用推土机'}
{'评论时间': '2024-02-09 11:38:39', 'IP属地': '湖南', '评论内容': '湘阴'}
{'评论时间': '2024-02-09 15:28:13', 'IP属地': '吉林', '评论内容': '刚出生就被湖北人抱走了'}
{'评论时间': '2024-02-09 17:44:59', 'IP属地': '河南', '评论内容': '谁骂的'}
{'评论时间': '2024-02-09 07:56:22', 'IP属地': '广东', '评论内容': '高端  霸气  上档次'}
{'评论时间': '2024-02-09 15:31:01', 'IP属地': '河南', '评论内容': '所以冻雨是只下在高速上吗？以后就有新名词了'}
{'评论时间': '2024-02-09 22:17:27', 'IP属地': '河南', '评论内容': '不知道是交警叔叔先冻雨滑倒，还是湖北交通啥集团的领导先休假的'}
{'评论时间': '2024-02-09 10:47:18', 'IP属地': '湖北', '评论内容': '你们这些外省的 才怪安 怪这怪那的，冻也是冻的我们自己也冻不到外省去，你们急个什么劲儿'}
{'评论时间': '2024-02-09 03:27:57', 'IP属地': '广西', '评论内容': '为什么晚上回来的时候不用这个罩着车子，早上用车不是方便多了'}
{'评论时间': '2024-02-09 07:27:23', 'IP属地': '湖北', '评论内容': '手该吹热气了'}
{'评论时间': '2024-02-09 09:30:13', 'IP属地': '湖北', '评论内容': '都不买这种车就可以了'}
{'评论时间': '2024-02-09 13:59:54', 'IP属地': '广东', '评论内容': '炒酸奶'}
{'评论时间': '2024-02-09 09:59:51', 'IP属地': '陕西', '评论内容': '湖北特产冻雨，北方人没见过'}
{'评论时间': '2024-02-09 09:45:16', 'IP属地': '河南', '评论内容': '先不说雪的问题，骑个电车咋不走高速，边到着不下你咋滴，这是害人'}
{'评论时间': '2024-02-09 02:06:37', 'IP属地': '辽宁', '评论内容': '我作为一个东北人现在是不是不应该说话'}
{'评论时间': '2024-02-09 01:19:14', 'IP属地': '湖北', '评论内容': '大爱的湖北人'}
{'评论时间': '2024-02-09 14:20:38', 'IP属地': '湖北', '评论内容': '我家车回家路上被地上的冰划底盘哗啦哗啦的'}
{'评论时间': '2024-02-09 16:56:08', 'IP属地': '北京', '评论内容': '前段时间去东北，呼吸感觉鼻涕都给冻住了。晚上外边是真扛不住'}
{'评论时间': '2024-02-09 07:26:01', 'IP属地': '山东', '评论内容': '当解释被当做抬杠，科普被当成笑话，当10元泡面被喷成投机，那为啥不好好过年呢？谁堵谁铲就好了，新年快乐啊'}
{'评论时间': '2024-02-09 11:19:31', 'IP属地': '北京', '评论内容': '我就在这里守着，我看谁敢骂'}
{'评论时间': '2024-02-09 12:16:59', 'IP属地': '湖南', '评论内容': '谁在骂湖北，出来单挑，我保证不打死他'}
{'评论时间': '2024-02-09 13:40:51', 'IP属地': '江苏', '评论内容': '好温暖'}
{'评论时间': '2024-02-09 08:33:48', 'IP属地': '吉林', '评论内容': '这真是冻雨吗？确定不是车压的'}
{'评论时间': '2024-02-09 04:47:22', 'IP属地': '北京', '评论内容': '大家在问为啥不及时除雪除冰，回答确是什么是冰雨，好奇葩的逻辑，还怨别人说'}
{'评论时间': '2024-02-09 01:27:16', 'IP属地': '河南', '评论内容': '公路上装地暖'}
{'评论时间': '2024-02-09 04:56:28', 'IP属地': '陕西', '评论内容': '记得湖南雪灾重建的时候，湖北随州捐了二三十辆搅拌车，我在读书学校也组织捐钱，湖北人民真的很善良，好客，请键盘侠留情，毕竟谁都不想看到这样的结果，天灾无情，人间有爱'}
{'评论时间': '2024-02-09 02:54:47', 'IP属地': '安徽', '评论内容': '鸭子嘴'}
{'评论时间': '2024-02-09 01:35:39', 'IP属地': '陕西', '评论内容': '天气异象！'}
{'评论时间': '2024-02-09 19:56:18', 'IP属地': '湖北', '评论内容': '一开始是冻雨 不是雪'}
{'评论时间': '2024-02-09 07:35:41', 'IP属地': '辽宁', '评论内容': '三个人如果有一个不摔跤，都不合群'}
{'评论时间': '2024-02-09 04:12:27', 'IP属地': '广西', '评论内容': '给我来一口呗'}
{'评论时间': '2024-02-09 12:36:40', 'IP属地': '山东', '评论内容': '其实不用纠结这，在东北这种天气很正常，但是在湖北出现这种天气人家反应不过来也正常'}
{'评论时间': '2024-02-09 04:41:24', 'IP属地': '河北', '评论内容': '感动的我泪流满面，为湖北同胞点赞'}
{'评论时间': '2024-02-09 21:54:16', 'IP属地': '山东', '评论内容': '北方只是普通操作，到了南方就变灾难了'}
{'评论时间': '2024-02-09 08:31:32', 'IP属地': '河北', '评论内容': '对不起原谅我笑了'}
{'评论时间': '2024-02-09 01:55:47', 'IP属地': '山西', '评论内容': '知道严重还不24小时轮流清理，非等冻结实了出来科普'}
{'评论时间': '2024-02-09 13:45:44', 'IP属地': '福建', '评论内容': '哎呀'}
{'评论时间': '2024-02-09 12:16:22', 'IP属地': '江西', '评论内容': '同步'}
{'评论时间': '2024-02-09 03:19:55', 'IP属地': '江西', '评论内容': '严禁“钓鱼”被救援'}
{'评论时间': '2024-02-09 09:10:29', 'IP属地': '湖北', '评论内容': '请大家多多包容一下'}
{'评论时间': '2024-02-09 09:09:06', 'IP属地': '湖南', '评论内容': '刚开始下雪的时候就要站在旁边挨个摇'}
{'评论时间': '2024-02-09 11:24:20', 'IP属地': '重庆', '评论内容': '摔跤三人组'}
{'评论时间': '2024-02-09 07:18:50', 'IP属地': '湖北', '评论内容': '听得我热泪盈眶'}
{'评论时间': '2024-02-09 12:38:53', 'IP属地': '广西', '评论内容': '南宁太阳暖和的很'}
{'评论时间': '2024-02-09 00:58:06', 'IP属地': '湖北', '评论内容': '阳新风和日丽'}
{'评论时间': '2024-02-09 20:07:56', 'IP属地': '浙江', '评论内容': '不好意思，我本不想笑的，真的没忍住'}
{'评论时间': '2024-02-09 10:45:43', 'IP属地': '湖北', '评论内容': '关关难过关关过 事事难成事事成'}
{'评论时间': '2024-02-09 07:23:54', 'IP属地': '北京', '评论内容': '收多少钱？！宣传“冻雨传说”'}
{'评论时间': '2024-02-09 13:08:43', 'IP属地': '湖北', '评论内容': '欣赏师友佳作！'}
{'评论时间': '2024-02-09 14:17:57', 'IP属地': '广东', '评论内容': '还给我'}
{'评论时间': '2024-02-09 09:14:58', 'IP属地': '北京', '评论内容': '东北冬天啥树有树叶？'}
{'评论时间': '2024-02-09 08:09:34', 'IP属地': '河北', '评论内容': '不需要解释，不需要带热点，高速管理没问题，做的对………肉肉的问一下：滞留的人走了没'}
{'评论时间': '2024-02-09 22:31:25', 'IP属地': '湖北', '评论内容': '手都给我铲出一条一条的伤口'}
{'评论时间': '2024-02-09 13:37:11', 'IP属地': '陕西', '评论内容': '我喜欢刮这个'}
{'评论时间': '2024-02-09 10:12:31', 'IP属地': '河南', '评论内容': '就这速度，还没我家狗刨的快'}
