{'评论时间': '2024-02-03 22:47:23', 'IP属地': '湖北', '评论内容': '谁懂啊，东西湖又又又下冻雨了。'}
{'评论时间': '2024-02-03 21:10:26', 'IP属地': '湖北', '评论内容': '希望仙桃也配这样的铲雪车，'}
{'评论时间': '2024-02-03 23:46:25', 'IP属地': '湖北', '评论内容': '借荆州用几天，明天只能走路上班了。'}
{'评论时间': '2024-02-03 22:56:31', 'IP属地': '湖北', '评论内容': '雨雪快点停吧，让各路朋友们平安回家过年'}
{'评论时间': '2024-02-03 22:53:34', 'IP属地': '湖北', '评论内容': '下雪是你的谎言'}
{'评论时间': '2024-02-03 14:46:40', 'IP属地': '黑龙江', '评论内容': '来东北看雪啊'}
{'评论时间': '2024-02-03 15:29:37', 'IP属地': '安徽', '评论内容': '明天从安徽出发 7号从安徽回来 都在汉口站 会影响吗'}
{'评论时间': '2024-02-03 22:00:53', 'IP属地': '内蒙古', '评论内容': '北方特有的装甲'}
{'评论时间': '2024-02-03 04:09:14', 'IP属地': '湖北', '评论内容': '四个车门打不开，我从后备箱钻进去的'}
{'评论时间': '2024-02-03 17:11:04', 'IP属地': '湖北', '评论内容': '冷冷的冰雨在脸上胡乱的拍，'}
{'评论时间': '2024-02-03 23:23:44', 'IP属地': '湖北', '评论内容': '别回去了，来我家过年吧'}
{'评论时间': '2024-02-03 22:12:48', 'IP属地': '湖南', '评论内容': '这设计有脑残'}
{'评论时间': '2024-02-03 14:28:56', 'IP属地': '河北', '评论内容': '既然湖北文旅局留不住我们，就用高速给我们留住了'}
{'评论时间': '2024-02-03 18:32:40', 'IP属地': '福建', '评论内容': '幸好过年不在武汉'}
{'评论时间': '2024-02-03 22:23:49', 'IP属地': '湖北', '评论内容': '我是北方人'}
{'评论时间': '2024-02-03 16:05:33', 'IP属地': '湖北', '评论内容': '我今天湖北回南宁了'}
{'评论时间': '2024-02-03 21:04:05', 'IP属地': '河北', '评论内容': '还好   没晚点'}
{'评论时间': '2024-02-03 09:04:34', 'IP属地': '福建', '评论内容': '冻雨湖北随州叫“”金钢零“”'}
{'评论时间': '2024-02-03 23:21:51', 'IP属地': '湖北', '评论内容': '我拉门都拉不开，你还隐藏'}
{'评论时间': '2024-02-03 20:51:32', 'IP属地': '天津', '评论内容': '这种反人类设计'}
{'评论时间': '2024-02-03 19:31:52', 'IP属地': '上海', '评论内容': '这是哪个大神设计的车门把手'}
{'评论时间': '2024-02-03 22:19:01', 'IP属地': '湖北', '评论内容': '湖北堵了一天，刚下高速又堵在国道'}
{'评论时间': '2024-02-03 23:20:54', 'IP属地': '湖北', '评论内容': '武汉今天很给力 路上积雪上午都清理干净了 现在又下大雪了 喜欢明天再接再厉'}
{'评论时间': '2024-02-03 19:16:09', 'IP属地': '辽宁', '评论内容': '半隐藏式门把手是有道理的'}
{'评论时间': '2024-02-03 23:50:44', 'IP属地': '河南', '评论内容': '专治高科技'}
{'评论时间': '2024-02-03 23:16:48', 'IP属地': '湖北', '评论内容': '我在湖北怎么是阴天'}
{'评论时间': '2024-02-03 22:36:27', 'IP属地': '安徽', '评论内容': '讲真的就四个门把手真的不理解能有多大的风阻'}
{'评论时间': '2024-02-03 11:49:31', 'IP属地': '河北', '评论内容': '前轱辘转后轱辘不转思密达'}
{'评论时间': '2024-02-03 23:10:29', 'IP属地': '湖北', '评论内容': '早上铲的，下午又冻上了'}
{'评论时间': '2024-02-03 10:55:34', 'IP属地': '天津', '评论内容': '湖北的北，湖北的湖'}
{'评论时间': '2024-02-03 13:22:48', 'IP属地': '吉林', '评论内容': '在冷也不下雪，最后的倔强'}
{'评论时间': '2024-02-03 10:21:35', 'IP属地': '陕西', '评论内容': '虽然没见过，但是我们都听过，冷冷的冰雨在脸上胡乱的拍…'}
{'评论时间': '2024-02-03 23:27:08', 'IP属地': '山西', '评论内容': '冻雨真的想想都恐怖，还不如雪呢'}
{'评论时间': '2024-02-03 12:18:18', 'IP属地': '北京', '评论内容': '有个绝妙的想法 湖北都把空调外机放屋里 空调放外面 这样外面下雪 屋里暖和'}
{'评论时间': '2024-02-03 21:49:23', 'IP属地': '湖北', '评论内容': '武汉哪个路段？'}
{'评论时间': '2024-02-03 20:01:19', 'IP属地': '河南', '评论内容': '武汉爱心人士'}
{'评论时间': '2024-02-03 00:50:35', 'IP属地': '江苏', '评论内容': '警察:检查完毕。前轱辘转后轱辘不转思密达'}
{'评论时间': '2024-02-03 12:22:40', 'IP属地': '湖北', '评论内容': '就这天气还要上班'}
{'评论时间': '2024-02-03 22:04:01', 'IP属地': '湖北', '评论内容': '下在高速上， 我就堵在这 '}
{'评论时间': '2024-02-03 22:10:32', 'IP属地': '湖南', '评论内容': '一泡尿就能解决的事何苦辛苦手'}
{'评论时间': '2024-02-03 23:08:44', 'IP属地': '湖北', '评论内容': '光结冰不下雪'}
{'评论时间': '2024-02-03 21:37:37', 'IP属地': '湖北', '评论内容': '我6号的票 希望能顺利回家'}
{'评论时间': '2024-02-03 21:56:17', 'IP属地': '贵州', '评论内容': '一泡尿就解决了'}
{'评论时间': '2024-02-03 16:17:26', 'IP属地': '湖北', '评论内容': '我早上出门在小区，刚从树下路过，一棵树的树丫断下来'}
{'评论时间': '2024-02-03 23:43:52', 'IP属地': '湖北', '评论内容': '就是说，现在在高铁上，派对进汉口'}
{'评论时间': '2024-02-03 06:04:12', 'IP属地': '安徽', '评论内容': '真是天气太冷啦：'}
{'评论时间': '2024-02-03 20:37:53', 'IP属地': '黑龙江', '评论内容': '在东北这都是小菜'}
{'评论时间': '2024-02-03 21:03:47', 'IP属地': '陕西', '评论内容': '建议升级门把手加热功能'}
{'评论时间': '2024-02-03 21:19:52', 'IP属地': '湖北', '评论内容': '同湖北干广告，姓肖'}
{'评论时间': '2024-02-03 23:02:35', 'IP属地': '贵州', '评论内容': '我的无边框车门也是这样'}
{'评论时间': '2024-02-03 10:30:35', 'IP属地': '河南', '评论内容': '一天跑500公里就是这样跑的'}
{'评论时间': '2024-02-03 16:44:50', 'IP属地': '湖北', '评论内容': '这叭拉在墙上的东西就是冻雨的视觉效果'}
{'评论时间': '2024-02-03 23:21:39', 'IP属地': '湖北', '评论内容': '二广高速荆州段早上9点左右到现在120公里，关键现在还在高速上一动不动，跟大湖北点赞'}
{'评论时间': '2024-02-03 22:35:51', 'IP属地': '湖北', '评论内容': '反人类 的设计门把手'}
{'评论时间': '2024-02-03 19:05:08', 'IP属地': '广西', '评论内容': '高档哦！隐藏式拉手 '}
{'评论时间': '2024-02-03 06:58:55', 'IP属地': '湖北', '评论内容': '这是我们湖北的冬季限定款：冰糖葫芦一切'}
{'评论时间': '2024-02-03 20:46:14', 'IP属地': '山东', '评论内容': '撒尿呲呲就可以解决'}
{'评论时间': '2024-02-03 20:57:34', 'IP属地': '河北', '评论内容': '真是高科技'}
{'评论时间': '2024-02-03 12:55:31', 'IP属地': '湖北', '评论内容': '身为武汉人不会说武汉话'}
{'评论时间': '2024-02-03 22:28:07', 'IP属地': '湖北', '评论内容': '不要再下冻雨啦'}
{'评论时间': '2024-02-03 21:27:13', 'IP属地': '湖北', '评论内容': '湖北是中部，北方的冷和南方的暖气相遇就是这个样子了'}
{'评论时间': '2024-02-03 20:27:10', 'IP属地': '湖北', '评论内容': '湖北的人留不住你，就不信了，湖北的天还留不住吗？必须留下'}
{'评论时间': '2024-02-03 10:16:26', 'IP属地': '湖南', '评论内容': '湖南的冻雨'}
{'评论时间': '2024-02-03 23:00:06', 'IP属地': '甘肃', '评论内容': '反人类设计'}
{'评论时间': '2024-02-03 21:30:27', 'IP属地': '湖北', '评论内容': '5号武汉回湖南'}
{'评论时间': '2024-02-03 20:26:09', 'IP属地': '江苏', '评论内容': '发生交通事故就更打不开了。'}
{'评论时间': '2024-02-03 20:06:11', 'IP属地': '湖北', '评论内容': '我们湖北人自己的雾凇'}
{'评论时间': '2024-02-03 19:17:46', 'IP属地': '河南', '评论内容': '有没有好心人拍下杭州的1794列车啊，查不到晚点信息，'}
{'评论时间': '2024-02-03 21:54:29', 'IP属地': '广东', '评论内容': '顺带把高速也清理一下吧，好多人都在上面'}
{'评论时间': '2024-02-03 18:03:14', 'IP属地': '湖北', '评论内容': '云南人刚到湖北就遇到冻雨真的要冷死了'}
{'评论时间': '2024-02-03 22:10:00', 'IP属地': '江苏', '评论内容': '这种门把手就是反人类设计，一点好处没有，'}
{'评论时间': '2024-02-03 22:10:15', 'IP属地': '湖北', '评论内容': '别说高铁火车了，开个车都漂移'}
{'评论时间': '2024-02-03 09:50:24', 'IP属地': '江苏', '评论内容': '我想知道一下在湖北买个车库很难吗？'}
{'评论时间': '2024-02-03 09:09:14', 'IP属地': '湖北', '评论内容': '汽车馅的冰糖葫芦'}
{'评论时间': '2024-02-03 18:47:42', 'IP属地': '湖北', '评论内容': '往车上到点开水，是不是会好点'}
{'评论时间': '2024-02-03 19:57:56', 'IP属地': '浙江', '评论内容': '谁让全网都说湖北高冷'}
{'评论时间': '2024-02-03 22:55:25', 'IP属地': '湖北', '评论内容': '湖北的大铲car'}
{'评论时间': '2024-02-03 09:39:00', 'IP属地': '湖北', '评论内容': '前轱辘转后轱辘不转思密达'}
{'评论时间': '2024-02-03 13:19:02', 'IP属地': '河北', '评论内容': '我就没考虑过隐藏门把手'}
{'评论时间': '2024-02-03 16:22:51', 'IP属地': '重庆', '评论内容': '重庆往安徽受不受影响啊，明天就要走了'}
{'评论时间': '2024-02-03 15:28:04', 'IP属地': '湖北', '评论内容': '我家院子被冻雨毁了！'}
{'评论时间': '2024-02-03 11:29:59', 'IP属地': '湖北', '评论内容': '我爸说早上出门路上一地的老头老太太'}
{'评论时间': '2024-02-03 08:51:11', 'IP属地': '北京', '评论内容': '这就是为什么湖北下雪要打伞，北方不用打伞的原因'}
{'评论时间': '2024-02-03 18:50:04', 'IP属地': '湖北', '评论内容': '高速堵车'}
{'评论时间': '2024-02-03 19:07:04', 'IP属地': '重庆', '评论内容': '热水淋，不要那么野蛮好吗？'}
{'评论时间': '2024-02-03 16:00:52', 'IP属地': '湖北', '评论内容': '好多年都没有这种在室外的物件冻得打不开的感觉了'}
{'评论时间': '2024-02-03 19:47:48', 'IP属地': '四川', '评论内容': '设计没得问题，外配买少了，电车需要买套餐'}
{'评论时间': '2024-02-03 23:21:02', 'IP属地': '湖北', '评论内容': '明天武昌的'}
{'评论时间': '2024-02-03 22:00:05', 'IP属地': '四川', '评论内容': '反人类的设计'}
{'评论时间': '2024-02-03 18:16:44', 'IP属地': '北京', '评论内容': '你们笑雷军半隐藏设计，雷军笑你开不开车门'}
{'评论时间': '2024-02-03 21:43:07', 'IP属地': '重庆', '评论内容': '26下午动身重庆到湖北，自架，不会堵车吧！'}
{'评论时间': '2024-02-03 13:04:58', 'IP属地': '湖北', '评论内容': '武汉市昨晚终于下雪啦'}
{'评论时间': '2024-02-03 22:14:23', 'IP属地': '湖北', '评论内容': '隐藏门把手好拉风'}
{'评论时间': '2024-02-03 22:01:10', 'IP属地': '湖北', '评论内容': '只是晚点就偷着乐吧，上次厦门台风直接停行'}
{'评论时间': '2024-02-03 19:36:14', 'IP属地': '广东', '评论内容': '加油'}
{'评论时间': '2024-02-03 18:09:04', 'IP属地': '浙江', '评论内容': '冷冷的冻雨在脸上胡乱的拍'}
{'评论时间': '2024-02-03 23:20:15', 'IP属地': '湖北', '评论内容': '隐藏式门把手怎么开？'}
{'评论时间': '2024-02-03 18:50:37', 'IP属地': '湖北', '评论内容': '一壶开水搞定'}
{'评论时间': '2024-02-03 22:54:17', 'IP属地': '陕西', '评论内容': '太只能了吧！知道天气不好不让开车'}
{'评论时间': '2024-02-03 21:16:57', 'IP属地': '湖北', '评论内容': '这儿化音……听着像北方的'}
{'评论时间': '2024-02-03 21:22:04', 'IP属地': '河南', '评论内容': '为武汉点赞，原来这家伙也能让我点赞啊！！还以为只有极目太狼值得我关注！！！'}
{'评论时间': '2024-02-03 10:35:18', 'IP属地': '湖北', '评论内容': '其他省高速都是绿的，唯独湖北一片红'}
{'评论时间': '2024-02-03 14:56:42', 'IP属地': '江苏', '评论内容': '咱们湖北确实冷。'}
{'评论时间': '2024-02-03 13:44:41', 'IP属地': '湖北', '评论内容': '一来武汉旅游就下雨下雪，不要命啦'}
{'评论时间': '2024-02-03 22:16:03', 'IP属地': '上海', '评论内容': '武汉到底下雪了吗'}
{'评论时间': '2024-02-03 21:02:17', 'IP属地': '浙江', '评论内容': '下次记得设计一下改一下，加上隐形门把手加热'}
{'评论时间': '2024-02-03 23:25:16', 'IP属地': '湖北', '评论内容': '我被困在城内一天了，上了高速堵了半天，下个路口一句路结冻了下去吧，有防滑链也不行，至于这种铲车除雪机器还是真没见到有在高速上除雪，表示武汉给我体验感极差'}
{'评论时间': '2024-02-03 21:32:35', 'IP属地': '湖南', '评论内容': '长沙能不能不要下雪了 我都没有棉衣穿好冷呀今天生日一碗面都吃不起'}
{'评论时间': '2024-02-03 09:23:39', 'IP属地': '湖北', '评论内容': '我们湖北管他叫大鼻涕'}
{'评论时间': '2024-02-03 23:41:28', 'IP属地': '湖北', '评论内容': '看这远景近景特写的，我还以为武汉随便走呢，其实就扫了一小段路'}
{'评论时间': '2024-02-03 13:23:25', 'IP属地': '湖北', '评论内容': '湖北的物法双攻'}
{'评论时间': '2024-02-03 11:47:52', 'IP属地': '湖北', '评论内容': '在湖北叫 嗯'}
{'评论时间': '2024-02-03 20:42:59', 'IP属地': '陕西', '评论内容': '人家外国造了几百年的车了，一个烂门把手还没有研究透吗？国产就特么的整一些虚头巴脑的东西'}
{'评论时间': '2024-02-03 19:43:51', 'IP属地': '湖北', '评论内容': '武汉带了挽留天赋'}
{'评论时间': '2024-02-03 11:53:59', 'IP属地': '陕西', '评论内容': '我发现一个规律  冬天下雪  夏天不下雪'}
{'评论时间': '2024-02-03 00:35:48', 'IP属地': '湖南', '评论内容': '直接上开水，解冻'}
{'评论时间': '2024-02-03 18:27:44', 'IP属地': '河南', '评论内容': '隐藏的够深'}
{'评论时间': '2024-02-03 21:39:18', 'IP属地': '云南', '评论内容': '还好昨天跑的快'}
{'评论时间': '2024-02-03 18:36:41', 'IP属地': '陕西', '评论内容': '都说是隐藏式的你看这不 多安全'}
{'评论时间': '2024-02-03 21:57:22', 'IP属地': '四川', '评论内容': '所以说你得用半隐藏'}
{'评论时间': '2024-02-03 23:07:15', 'IP属地': '湖南', '评论内容': '湖南常德也是冻雨'}
{'评论时间': '2024-02-03 08:53:54', 'IP属地': '浙江', '评论内容': '姐姐啊，你不扣，扣了明天还要做指噶克'}
{'评论时间': '2024-02-03 14:19:15', 'IP属地': '湖北', '评论内容': '湖北人确实高冷'}
{'评论时间': '2024-02-03 22:30:55', 'IP属地': '湖北', '评论内容': '湖北来个王炸'}
{'评论时间': '2024-02-03 08:49:17', 'IP属地': '湖北', '评论内容': '湖北叫命掉'}
{'评论时间': '2024-02-03 10:19:26', 'IP属地': '湖北', '评论内容': '主要湖北在冷不冷热不热的中间处'}
{'评论时间': '2024-02-03 19:56:41', 'IP属地': '广东', '评论内容': '隐藏式把手省油50%'}
{'评论时间': '2024-02-03 19:27:06', 'IP属地': '广东', '评论内容': '武汉加油！'}
{'评论时间': '2024-02-03 07:21:42', 'IP属地': '湖北', '评论内容': '东北有冻梨我们湖北有冻雨'}
{'评论时间': '2024-02-03 11:25:53', 'IP属地': '湖北', '评论内容': '我武汉人也是第一次感受到'}
