{'评论时间': '2024-02-04 18:54:49', 'IP属地': '安徽', '评论内容': '致敬武汉融雪除冰人，你们辛苦了！'}
{'评论时间': '2024-02-04 22:30:45', 'IP属地': '湖南', '评论内容': '湖南离湖北最近的岳阳的树基本都掉树干子下来了'}
{'评论时间': '2024-02-04 21:39:01', 'IP属地': '安徽', '评论内容': '长见识了，我第一次听说冻雨'}
{'评论时间': '2024-02-04 16:36:16', 'IP属地': '山东', '评论内容': '愿平安'}
{'评论时间': '2024-02-04 12:36:29', 'IP属地': '湖北', '评论内容': '湖北下雪终于带武汉玩了'}
{'评论时间': '2024-02-04 20:54:06', 'IP属地': '浙江', '评论内容': '祝大家平安'}
{'评论时间': '2024-02-04 22:43:30', 'IP属地': '新疆', '评论内容': '南北方人好像都很好奇冻雨是什么样子'}
{'评论时间': '2024-02-04 17:50:52', 'IP属地': '湖南', '评论内容': '骂我老表的从今年初一到明年正月15拉不出屎'}
{'评论时间': '2024-02-04 01:12:34', 'IP属地': '湖北', '评论内容': '下雪打雷闪电了，疫情已过，知道你们只是想家了，回来看看，雨过天晴一切都会好起来的'}
{'评论时间': '2024-02-04 16:29:59', 'IP属地': '湖北', '评论内容': '湖北人在此謝過博主'}
{'评论时间': '2024-02-04 18:25:11', 'IP属地': '北京', '评论内容': '冻雨都是卡着边界下的，河南一滴都没下，都下湖北了'}
{'评论时间': '2024-02-04 20:18:58', 'IP属地': '湖北', '评论内容': '武汉回襄阳，开了19个小时！走县道的时候都把命交给了老天'}
{'评论时间': '2024-02-04 23:06:24', 'IP属地': '北京', '评论内容': '希望过年前可以不下雪了'}
{'评论时间': '2024-02-04 17:50:15', 'IP属地': '河南', '评论内容': '这出门都要提防摔跤，更别提什么开车上路，湖北太难了'}
{'评论时间': '2024-02-04 02:08:03', 'IP属地': '辽宁', '评论内容': '都赶上东北了'}
{'评论时间': '2024-02-04 18:51:24', 'IP属地': '江西', '评论内容': '不准骂我们老表'}
{'评论时间': '2024-02-04 19:17:59', 'IP属地': '澳大利亚', '评论内容': '昨天坐飞机，飞到武汉上空颠簸的很厉害'}
{'评论时间': '2024-02-04 12:03:26', 'IP属地': '重庆', '评论内容': '湖北的文旅局留不住你，湖北的冻雨留住你'}
{'评论时间': '2024-02-04 19:59:20', 'IP属地': '湖北', '评论内容': '湖北没得暖气'}
{'评论时间': '2024-02-04 08:24:41', 'IP属地': '湖北', '评论内容': '回重庆的路上被迫看了湖北的雪'}
{'评论时间': '2024-02-04 16:21:47', 'IP属地': '湖北', '评论内容': '枣阳下暴雪了'}
{'评论时间': '2024-02-04 22:31:13', 'IP属地': '上海', '评论内容': '我朋友喊我去武汉过年'}
{'评论时间': '2024-02-04 18:23:47', 'IP属地': '贵州', '评论内容': '湖北啷个老火啊，我这边也下了好久'}
{'评论时间': '2024-02-04 19:48:49', 'IP属地': '湖南', '评论内容': '安慰我老表！！接下来是我们了'}
{'评论时间': '2024-02-04 22:38:47', 'IP属地': '上海', '评论内容': '湖北的特产'}
{'评论时间': '2024-02-04 22:32:42', 'IP属地': '重庆', '评论内容': '我还是第一次听说冻雨，我这么大就见过两次头皮雪，看评论区冻雨的危害，我忽然感到我是幸运的'}
{'评论时间': '2024-02-04 16:18:22', 'IP属地': '安徽', '评论内容': '原则上，春运就不应该下雪'}
{'评论时间': '2024-02-04 11:19:21', 'IP属地': '广东', '评论内容': '为了大家喜迎春节，为武汉这样的方式点赞！'}
{'评论时间': '2024-02-04 12:49:30', 'IP属地': '湖南', '评论内容': '和2008年郴州的冻雨一样，后面就冰灾了'}
{'评论时间': '2024-02-04 20:35:58', 'IP属地': '广东', '评论内容': '冻雨是不是粒粒圆溜溜的'}
{'评论时间': '2024-02-04 19:59:15', 'IP属地': '江西', '评论内容': '武汉又承受了一次'}
{'评论时间': '2024-02-04 09:03:22', 'IP属地': '湖北', '评论内容': '冻雨是天灾，为啥喷湖北？'}
{'评论时间': '2024-02-04 05:21:18', 'IP属地': '江西', '评论内容': '报道的这么真实我咋在g50沪蓉高速停了七八个小时了'}
{'评论时间': '2024-02-04 20:53:35', 'IP属地': '湖北', '评论内容': '好看么？我已经两天步行上班了'}
{'评论时间': '2024-02-04 10:12:45', 'IP属地': '湖北', '评论内容': '下的不是雪啊  小颗粒的雪籽和冻雨 根本就不化直接结冰'}
{'评论时间': '2024-02-04 08:27:06', 'IP属地': '湖北', '评论内容': '下雪了'}
{'评论时间': '2024-02-04 18:01:33', 'IP属地': '湖北', '评论内容': '现在就在火车上已经延后8个小时了'}
{'评论时间': '2024-02-04 12:41:16', 'IP属地': '广东', '评论内容': '一个是雪 一个是冻雨 喷的人你行你去 '}
{'评论时间': '2024-02-04 11:25:21', 'IP属地': '湖北', '评论内容': '终究是我们湖北承受了一切'}
{'评论时间': '2024-02-04 19:46:39', 'IP属地': '湖北', '评论内容': '冰糖湖北'}
{'评论时间': '2024-02-04 17:59:58', 'IP属地': '山东', '评论内容': '8号山东去湖北探亲，能去吗'}
{'评论时间': '2024-02-04 20:09:14', 'IP属地': '湖北', '评论内容': '这种就是冻雨'}
{'评论时间': '2024-02-04 20:39:35', 'IP属地': '湖北', '评论内容': '关联是买票了，然后官方也没有通知是否停运或者晚点'}
{'评论时间': '2024-02-04 14:35:35', 'IP属地': '浙江', '评论内容': '可是还是有好多人在骂我们湖北，可这是天灾，湖北也不想的呀'}
{'评论时间': '2024-02-04 08:32:17', 'IP属地': '湖北', '评论内容': '先来四环线行不行，停了一晚上了'}
{'评论时间': '2024-02-04 19:10:16', 'IP属地': '四川', '评论内容': '湖北承受了太多太多'}
{'评论时间': '2024-02-04 21:51:03', 'IP属地': '广西', '评论内容': '广西人民为湖北加油'}
{'评论时间': '2024-02-04 23:15:55', 'IP属地': '湖北', '评论内容': '缓和下，这是武汉的雪夜，我的 雪明珠'}
{'评论时间': '2024-02-04 19:19:12', 'IP属地': '河南', '评论内容': '这是天灾啊'}
{'评论时间': '2024-02-04 10:09:32', 'IP属地': '湖北', '评论内容': '到处都是一样。咱潜江昨天冰茶子也是一样'}
{'评论时间': '2024-02-04 14:23:08', 'IP属地': '湖北', '评论内容': '蔡甸下超级大暴雪'}
{'评论时间': '2024-02-04 20:14:26', 'IP属地': '河南', '评论内容': '额 虽然我知道是天灾 我也理解冬雨 但是现在可以让高速通一下吗 真的很想回啦'}
{'评论时间': '2024-02-04 16:31:33', 'IP属地': '湖北', '评论内容': '这就是冻雨'}
{'评论时间': '2024-02-04 23:53:16', 'IP属地': '河北', '评论内容': '天灾为什么要骂人民'}
{'评论时间': '2024-02-04 22:32:26', 'IP属地': '湖南', '评论内容': '为什么要骂老表 我们湖南也下冻雨了 天气预报全部都是下雪的标  谁知道天灾呢'}
{'评论时间': '2024-02-04 11:14:47', 'IP属地': '湖北', '评论内容': '冻雨是雨一落地就慢慢变成冰，铲都不好铲啊，不明白那些喷湖北的人是要干嘛'}
{'评论时间': '2024-02-04 22:05:52', 'IP属地': '湖北', '评论内容': '这就是湖北的冻雨，几十年的大树啊'}
{'评论时间': '2024-02-04 17:07:31', 'IP属地': '湖北', '评论内容': '这个就是冻雨'}
{'评论时间': '2024-02-04 12:53:13', 'IP属地': '江西', '评论内容': '湖北的宝宝记住，那些骂你们的都是五十万，大家都是一家人，天气不是你们可以控制的，你们辛苦了'}
{'评论时间': '2024-02-04 21:58:54', 'IP属地': '浙江', '评论内容': '湖北宝宝真的很不容易  这真的非常危险'}
{'评论时间': '2024-02-04 17:09:01', 'IP属地': '日本', '评论内容': '我知道为什么东北的树到秋天为什么要把叶子掉光了 '}
{'评论时间': '2024-02-04 14:29:54', 'IP属地': '湖北', '评论内容': '大家都是一家人，遇到这种天灾湖北也没有办法，已经在努力挽救了，道路不通大家相互体谅一下，都不容易啊，为什么要黑湖北呢'}
{'评论时间': '2024-02-04 02:20:31', 'IP属地': '河南', '评论内容': '隔壁信阳老表羡慕坏了'}
{'评论时间': '2024-02-04 23:01:37', 'IP属地': '湖北', '评论内容': '湖北是下冻雨加雪，不是单纯的下雪，单纯的下雪铲雪很容易的，冻雨加雪就不是，回家试试冰箱里面冰霜好不好除就知道了，高速上的冰更硬'}
{'评论时间': '2024-02-04 23:16:10', 'IP属地': '广东', '评论内容': '湖北平安'}
{'评论时间': '2024-02-04 18:42:29', 'IP属地': '河南', '评论内容': '不去火车站找点回家的希望，去哪里？'}
{'评论时间': '2024-02-04 20:21:09', 'IP属地': '湖北', '评论内容': '湖北供暖！！！'}
{'评论时间': '2024-02-04 19:22:33', 'IP属地': '安徽', '评论内容': '不准骂我老表，再骂我小强强要生气了'}
{'评论时间': '2024-02-04 09:14:51', 'IP属地': '湖南', '评论内容': '不用看了，学习了河南滴'}
{'评论时间': '2024-02-04 16:41:03', 'IP属地': '湖北', '评论内容': '树枝压断了可以再长，关健把工作做好。及时排难才会'}
{'评论时间': '2024-02-04 23:17:43', 'IP属地': '广东', '评论内容': '一天气问题很多不定因素，还要骂高铁工作人员，他们是最不想发生这种事情的。有什么好骂的，你不知道的，多少人去清冰，供电。真的是戾气那么重'}
{'评论时间': '2024-02-04 21:20:08', 'IP属地': '山东', '评论内容': '那种着急回家的感觉谁懂啊'}
{'评论时间': '2024-02-04 19:55:09', 'IP属地': '湖北', '评论内容': '评论区在说什么？徐广高速一路红，根本没看见清雪撒盐工作人员'}
{'评论时间': '2024-02-04 21:56:22', 'IP属地': '湖北', '评论内容': '我今天早上上班，刚走过的路，背后的一大坨树枝pang一下掉下来'}
{'评论时间': '2024-02-04 22:58:55', 'IP属地': '广西', '评论内容': '湖北加油，一切都会好起来的'}
{'评论时间': '2024-02-04 18:31:10', 'IP属地': '湖北', '评论内容': '新冠也骂武汉，天灾也骂武汉，武汉犯了什么错这么容易被网暴'}
{'评论时间': '2024-02-04 17:53:52', 'IP属地': '湖南', '评论内容': '挨着湖北的岳阳也是这样，冻雨加大雪，市区停水停电，交通瘫痪，城市的树断的一片狼藉'}
{'评论时间': '2024-02-04 17:35:23', 'IP属地': '贵州', '评论内容': '可以走了吗亲？我们明天票经过武汉'}
{'评论时间': '2024-02-04 22:51:29', 'IP属地': '新疆', '评论内容': '这回该知道湖北朋友为什么高冷了吧'}
{'评论时间': '2024-02-04 22:28:02', 'IP属地': '广东', '评论内容': '看来，还是在广东过年好啊'}
{'评论时间': '2024-02-04 17:47:52', 'IP属地': '湖南', '评论内容': '不要骂我老表！'}
{'评论时间': '2024-02-04 15:32:56', 'IP属地': '湖北', '评论内容': '我们湖北的简称是“鄂”但我们湖北人真的不“恶”，我们很欢迎大家来湖北玩，但是这也不是我们湖北人想要的，我们也想大家安安全全的回家团圆，他们在努力了，大家在给他们一点儿时间吧，会好的'}
{'评论时间': '2024-02-04 18:49:31', 'IP属地': '湖北', '评论内容': '雨点落地成冰，昨天的武汉太冷了'}
{'评论时间': '2024-02-04 18:39:00', 'IP属地': '辽宁', '评论内容': '铁路对不起职工，但是一定对得起旅客'}
{'评论时间': '2024-02-04 01:41:30', 'IP属地': '湖北', '评论内容': '下雪真的很烦 以前不知道为啥那么喜欢下雪 真的巨烦'}
{'评论时间': '2024-02-04 20:06:28', 'IP属地': '广东', '评论内容': '出门带壶热水'}
{'评论时间': '2024-02-04 20:16:23', 'IP属地': '湖北', '评论内容': '冻雨，每位基层人员都在努力抢修，让你们早日回家。别骂'}
{'评论时间': '2024-02-04 15:53:16', 'IP属地': '湖南', '评论内容': '有些喷子真的没三观，无法理解'}
{'评论时间': '2024-02-04 08:48:37', 'IP属地': '广东', '评论内容': '加油'}
{'评论时间': '2024-02-04 17:16:12', 'IP属地': '湖北', '评论内容': '湖北是英雄省份'}
{'评论时间': '2024-02-04 20:03:40', 'IP属地': '四川', '评论内容': '川川看到了，湖北'}
{'评论时间': '2024-02-04 12:30:33', 'IP属地': '湖南', '评论内容': '今天我就站这了，我看谁骂我老表'}
{'评论时间': '2024-02-04 19:00:10', 'IP属地': '天津', '评论内容': '头一句话说出口我就感觉不是湖北口音，这么熟呢，直到看见车牌'}
{'评论时间': '2024-02-04 19:06:20', 'IP属地': '吉林', '评论内容': '冻雨落哪儿哪儿就结冰这是真的'}
{'评论时间': '2024-02-04 18:10:30', 'IP属地': '广西', '评论内容': '不许骂我湖北老表'}
{'评论时间': '2024-02-04 23:32:28', 'IP属地': '福建', '评论内容': '这几年天灾真不少啊'}
{'评论时间': '2024-02-04 19:18:05', 'IP属地': '江西', '评论内容': '我看谁敢骂我老表'}
{'评论时间': '2024-02-04 15:55:05', 'IP属地': '湖北', '评论内容': '下雪下到停电了'}
{'评论时间': '2024-02-04 17:26:30', 'IP属地': '湖北', '评论内容': '真的很困难 我们坐高铁回家的时候 因为晚点了十几个小时 很多人就不耐烦开始说人家'}
{'评论时间': '2024-02-04 07:50:42', 'IP属地': '湖北', '评论内容': '我计划1号从山西太原回湖北，看了天气预报30号回的大雪天气与我插肩而过，愿所有在外的人都平安到家。'}
{'评论时间': '2024-02-04 22:20:19', 'IP属地': '广东', '评论内容': '扒拉完了之后原车漆还好吗'}
{'评论时间': '2024-02-04 20:46:26', 'IP属地': '湖北', '评论内容': '不是啊，我看抖音评论区，东北都说他们冬天一直有冻雨'}
{'评论时间': '2024-02-04 18:43:39', 'IP属地': '河南', '评论内容': '希望大家都能平安回家'}
{'评论时间': '2024-02-04 15:52:46', 'IP属地': '湖南', '评论内容': '我家前面下雪竹子都没事，今天下冬雨竹子都被压弯了还有断了的'}
{'评论时间': '2024-02-04 19:42:30', 'IP属地': '山西', '评论内容': '3年前是疫情把武汉封了，这又是大雪，回个家不容易啊，陌生人加油'}
{'评论时间': '2024-02-04 18:10:49', 'IP属地': '宁夏', '评论内容': '不要骂湖北老表'}
{'评论时间': '2024-02-04 19:31:51', 'IP属地': '云南', '评论内容': '铁路人真的不容易'}
{'评论时间': '2024-02-04 18:27:36', 'IP属地': '陕西', '评论内容': '湖北真心的不容易，三年的疫情，好不容易过去了，好不容易迎来了第一个没有口罩的春节，结果又遇上了大雪➕冻雨。。。希望这是一场转瞬即逝的灾难，希望湖北的同胞能够安安心心，快快乐乐的过一个祥和的新年 ！'}
{'评论时间': '2024-02-04 23:33:06', 'IP属地': '湖北', '评论内容': '这根本不是下大雪那么简单'}
{'评论时间': '2024-02-04 22:06:00', 'IP属地': '云南', '评论内容': '理解理解'}
{'评论时间': '2024-02-04 19:48:52', 'IP属地': '湖北', '评论内容': '湖北受灾还被骂，好像2019年的冬天'}
{'评论时间': '2024-02-04 21:35:30', 'IP属地': '湖北', '评论内容': '冻雨压的树枝都掉下来了，走在树下都有被砸的风险'}
